abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"Two college students who wrote for our student-led series “The Envelope, Please” are answering questions about going to college. Part 3.",https://thechoice.blogs.nytimes.com/2012/12/05/guidance-office-college-students-3/,"Two college students who wrote for our student-led series “The Envelope, Please” are answering questions about going to college. Part 3.","The Choice has invited two of our former student bloggers of “The Envelope, Please” series to stop by our virtual Guidance Office and answer reader questions about the admissions process and what college life is like after you’ve made your choice. ",NA,NA,The New York Times,2012-12-05T10:50:37+0000,article,,U.S.,NA,News,nyt://article/8e03f28e-1beb-5771-acf1-74a1de8629e6,1242,nyt://article/8e03f28e-1beb-5771-acf1-74a1de8629e6,Part 3: College Students Answer Reader Questions on Admissions and Campus Life,The Choice,NA,NA,NA,NA,NA,By Hannah Steinhardt and Tanya Abrams,
"Scores on National Assessment of Educational Progress test show that nation's fourth, eighth and 12th-grade students have made significant progress in mathematics; graph (M)",https://www.nytimes.com/1997/02/28/us/national-tests-show-students-have-improved-in-math.html,"Scores on National Assessment of Educational Progress test show that nation's fourth, eighth and 12th-grade students have made significant progress in mathematics; graph (M)","In a generally encouraging sign of progress in American education, the latest report from the only national assessment of educational achievement shows steady and significant progress in mathematics test results by the nation's fourth-, eighth-, and 12th-grade students.",A,15,The New York Times,1997-02-28T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/f9969f39-cad7-5ad3-a0de-780169e59994,767,nyt://article/f9969f39-cad7-5ad3-a0de-780169e59994,National Tests Show Students Have Improved in Math,NA,NA,National Tests Show Students Have Improved in Math,NA,NA,NA,By Peter Applebome,
"When white students at a Minnesota school posted a slur to Snapchat, black classmates demanded action. Their efforts led to uncomfortable conversations about race.",https://www.nytimes.com/2019/06/07/us/school-racism-students.html,"When white students at a Minnesota school posted a slur to Snapchat, black classmates demanded action. Their efforts led to uncomfortable conversations about race.","[For more coverage of race, sign up here to have our Race/Related newsletter delivered weekly to your inbox.]",A,1,The New York Times,2019-06-07T07:00:09+0000,article,National,U.S.,NA,News,nyt://article/3e701424-d71a-52a1-b353-96650bd3d977,1606,nyt://article/3e701424-d71a-52a1-b353-96650bd3d977,Few Talked About Race at This School. Then a Student Posted a Racist Slur.,NA,NA,"A Selfie, a Slur and a Fissure in One School’s Silence About Race",NA,NA,NA,By John Eligon and Jenn Ackerman,
"Article offers advice to college students and parents trying to negotiate maze of financial aid (Special Section, Education Life); drawing (L)",https://www.nytimes.com/2000/11/12/education/admissions-financial-aid-free-for-all-as-students-and-colleges-seek-deals.html,"Article offers advice to college students and parents trying to negotiate maze of financial aid (Special Section, Education Life); drawing (L)","When Simon Kendall was applying to college four years ago, he set his sights on a small liberal arts college in the Middle Atlantic region knowing that cost would be a factor in his decision. Haverford College was his first choice, but, like other elite private colleges, it offers financial aid only on the basis of a family's ''demonstrated need.''",A,4,The New York Times,2000-11-12T05:00:00+0000,article,Education Life Supplement,Education,NA,News,nyt://article/c539b57f-c05a-5ba2-ab26-bd5aae2f7e5e,1911,nyt://article/c539b57f-c05a-5ba2-ab26-bd5aae2f7e5e,Financial Aid Free-For-All As Students and Colleges Seek Deals,ADMISSIONS,NA,ADMISSIONS; Financial Aid Free-For-All As Students and Colleges Seek Deals,NA,NA,NA,By Edward B. Fiske,
School districts are using federal money and personal outreach to encourage attendance among those who drifted away during the pandemic.,https://www.nytimes.com/2022/10/06/education/learning/students-school-absenteeism.html,School districts are using federal money and personal outreach to encourage attendance among those who drifted away during the pandemic.,"The numbers reported are staggering: About 41 percent of New York City’s public school students missed nearly a month of school last year. In Oakland, Calif., the chronic absenteeism rate reached 44 percent, and in Detroit, it was 77 percent.",L,8,The New York Times,2022-10-06T09:00:42+0000,article,SpecialSections,Education,Learning,News,nyt://article/6b40ec3a-4448-5b98-9616-a706f77276e6,1075,nyt://article/6b40ec3a-4448-5b98-9616-a706f77276e6,The Key to Getting Students Back in Classrooms? Establishing Connections.,NA,NA,Getting Back to Class,NA,NA,NA,By Phyllis W. Jordan,
"Schools across the country are offering less healthy lunch options as they struggle with dwindling supplies, delayed shipments and fewer cafeteria workers.",https://www.nytimes.com/2021/09/27/us/politics/schools-labor-supply-shortages.html,"Schools across the country are offering less healthy lunch options as they struggle with dwindling supplies, delayed shipments and fewer cafeteria workers.","WASHINGTON — School officials in a Missouri city have been making twice-weekly runs to Sam’s Club to stock up on frozen pizzas and hot dogs. A Kansas school district ran out of vegetables for two days last month. And a district in St. Paul, Minn., has an emergency supply of frozen grilled cheese sandwiches in case it runs out of all other food.",A,10,The New York Times,2021-09-27T15:10:59+0000,article,Washington,U.S.,Politics,News,nyt://article/26f0a775-b753-5cf4-88e1-d9725ba9aa80,1441,nyt://article/26f0a775-b753-5cf4-88e1-d9725ba9aa80,"No Veggies, No Buns, Few Forks: Schools Scramble to Feed Students Amid Shortages",NA,NA,Schools Across the Country Are Scrambling to Feed Students,NA,NA,NA,By Madeleine Ngo,
"  Like dozens of selective private colleges across the country, the College of Wooster in Ohio has prided itself on admitting freshmen without regard to financial circumstances and then providing needy students with equivalent packages of financial aid.     This year, however, the 1,750-student college will begin tailoring its scholarship offers to fit recruiting efforts. Students the college is most eager to enroll will be offered more of their aid as grants and less in the form of loans and work opportunities.    Wooster's use of such ''preferential packaging'' is an example of how private colleges and universities, faced with rising costs and fewer potential students, are using their resources to compete for top students even as the demand among needy students for financial assistance has begun to outstrip available resources.        'Fraying at the Edges'    Some education officials fear that changes in the distribution of aid are undermining a 30-year tradition among selective schools that student assistance should be based on financial need.",https://www.nytimes.com/1985/03/04/us/colleges-revising-guidelines-for-distributing-aid-to-students.html,,"Like dozens of selective private colleges across the country, the College of Wooster in Ohio has prided itself on admitting freshmen without regard to financial circumstances and then providing needy students with equivalent packages of financial aid.",B,8,The New York Times,1985-03-04T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/e483ba90-1773-5cc2-846d-f5694b3ee68d,1311,nyt://article/e483ba90-1773-5cc2-846d-f5694b3ee68d,COLLEGES REVISING GUIDELINES FOR DISTRIBUTING AID TO STUDENTS,NA,NA,COLLEGES REVISING GUIDELINES FOR DISTRIBUTING AID TO STUDENTS,NA,NA,NA,By Edward B. Fiske,
"  ENERGETIC recruiting battles for high school talents are nothing new at Texas colleges and universities. So when Lane Stephenson, a spokesman for Texas A. & M., talks about the recruiting wars with the University of Texas, the words sound familiar.    ''It looks like you're throwing money at them and maybe you are,'' he said recently. ''But you have to have more than money. You have to be able to do them justice once you get them.''",https://www.nytimes.com/1984/04/15/education/the-eyes-of-texas-on-star-students.html,,"ENERGETIC recruiting battles for high school talents are nothing new at Texas colleges and universities. So when Lane Stephenson, a spokesman for Texas A. & M., talks about the recruiting wars with the University of Texas, the words sound familiar.",12,21,The New York Times,1984-04-15T05:00:00+0000,article,Survey of Education Desk,Education,NA,Series,nyt://article/6f70c389-e490-53ea-a074-c65a5fa61cce,1077,nyt://article/6f70c389-e490-53ea-a074-c65a5fa61cce,THE EYES OF TEXAS ON STAR STUDENTS,NA,NA,THE EYES OF TEXAS ON STAR STUDENTS,NA,NA,NA,By Peter Applebome,
"Two college students who wrote for our student-led series, “The Envelope, Please,” are answering questions about going to college. Part 1.",https://thechoice.blogs.nytimes.com/2012/12/03/guidance-office-college-students-1/,"Two college students who wrote for our student-led series, “The Envelope, Please,” are answering questions about going to college. Part 1.","The Choice has invited two of our former student bloggers of “The Envelope, Please” series to stop by our virtual Guidance Office and answer reader questions about the admissions process and what college life is like after you’ve made your choice. ",NA,NA,The New York Times,2012-12-03T10:50:29+0000,article,,U.S.,NA,News,nyt://article/c9d68c69-df18-542c-af0d-83bce929accf,1047,nyt://article/c9d68c69-df18-542c-af0d-83bce929accf,Part 1: College Students Answer Readers’ Questions About Admissions and Campus Life,The Choice,NA,NA,NA,NA,NA,By Hannah Steinhardt and Tanya Abrams,
"   The police notified officials of the widely respected Children's Theater Company of Minneapolis in 1982 that the theater's founder and artistic director, John Clark Donahue, was suspected of sexually molesting male teen-age students at the theater's high school.   But, following the advice of lawyers, the board decided against informing parents of the school's 145 students about the investigation, according to Bill Powell, chairman of the board.   Mr. Donahue was arrested Wednesday night on six counts of sexually molesting three teen-age boys from April 1981 to October 1983.    ''It wasn't our responsibilty to inform the parents,'' said Mr. Powell at a news conference Thursday.",https://www.nytimes.com/1984/04/21/us/theater-knew-director-was-suspected-of-molesting-students.html,,"The police notified officials of the widely respected Children's Theater Company of Minneapolis in 1982 that the theater's founder and artistic director, John Clark Donahue, was suspected of sexually molesting male teen-age students at the theater's high school.",1,6,The New York Times,1984-04-21T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/eeb19acc-0aae-5036-87be-5cde9d995adf,691,nyt://article/eeb19acc-0aae-5036-87be-5cde9d995adf,THEATER KNEW DIRECTOR WAS SUSPECTED OF MOLESTING STUDENTS,NA,NA,THEATER KNEW DIRECTOR WAS SUSPECTED OF MOLESTING STUDENTS,NA,NA,NA,NA,
